Paper,Model,Year,Code,Stellar_tracks,Study_label,Paper_link,sigma_CCSN_km_s,sigma_strippedSN_km_s,alpha_CE,beta_MT,CE_optimistic_pessimistic,CE_prescription,lambda_CE,PISN_prescription,MT_stability,RMP,gamma_AM_loss,AM_loss_mechanism,Eddington_limited,f_WR,alpha_CE_notes,HG_donor_CE_survival,wind_prescription,tidal_prescription,NS_remnant_mass,IMF,initial_period_dist,mass_ratio_dist,f_bin,metallicity_range,SFR_model,max_NS_mass_Msun,sigma_ECSN_km_s,BHBH_rate_Gpc3yr,BHBH_frac_CHE,BHBH_frac_SMT,BHBH_frac_other_noCE,BHBH_frac_classicCE,BHBH_frac_SCCE,BHBH_frac_DCCE,BHBH_frac_other_CE,BHBH_total_frac_noCE,BHBH_total_frac_CE,BHNS_rate_Gpc3yr,BHNS_frac_CHE,BHNS_frac_SMT,BHNS_frac_other_noCE,BHNS_frac_classicCE,BHNS_frac_SCCE,BHNS_frac_DCCE,BHNS_frac_other_CE,BHNS_total_frac_noCE,BHNS_total_frac_CE,NSNS_rate_Gpc3yr,NSNS_frac_CHE,NSNS_frac_SMT,NSNS_frac_other_noCE,NSNS_frac_classicCE,NSNS_frac_SCCE,NSNS_frac_DCCE,NSNS_frac_other_CE,NSNS_total_frac_noCE,NSNS_total_frac_CE
Dorozsmai & Toonen (2022),DT22-M8,2024,SeBa,SSE,DT22,https://ui.adsabs.harvard.edu/abs/2022arXiv220708837D/abstract,315,75,αCE×λ = 0.05 (combined; α not stated separately in paper),0.7,pessimistic,standard,variable (SeBa internal structural; αCE×λ=0.05 effective),Farmer et al. (2019),zeta prescription,F12 delayed,2.5,isotropic re-emission; γ parameter varies per model (see gamma column),True,1,alpha*lambda = 0.05,No (pessimistic; SeBa cemergeflag equivalent),de Jager et al. (1988); Vink et al. (2000) for hot stars; Hamann et al. (1995) for WR stars; metallicity-scaled; SeBa (Toonen et al. 2012),Hut (1981) equilibrium tides; SeBa includes tidal synchronization and circularization,Fryer et al. (2012) delayed; gravitational mass from CO core mass,Kroupa (2001) broken power-law; M1: 3–100 M☉,Flat-in-log (Öpik 1924); 1–10⁶ R☉,"Flat in q = M2/M1; q ∈ (0, 1] (Duchêne &amp; Kraus 2013)",1.0 (all stars assumed to be in binaries for this mass range),Solar metallicity (Z = 0.02) only; single-metallicity study,Not applicable (single-metallicity; no cosmic rate calculation in paper),3.0 (SeBa default; Fryer et al. 2012 delayed),"75 (Verbunt, Igoshev &amp; Cator 2017 bimodal; same as σ_strippedSN; σ₁=75 weight=0.42, σ₂=315 weight=0.58)",88.300000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.876557191400,0.123442808594,,,,,,,,,,,,,,,,,,,,
Dorozsmai & Toonen (2022),DT22-M9,2024,SeBa,SSE,DT22,https://ui.adsabs.harvard.edu/abs/2022arXiv220708837D/abstract,315,75,αCE×λ = 0.05 (combined; α not stated separately in paper),0.3,pessimistic,standard,variable (SeBa internal structural; αCE×λ=0.05 effective),Farmer et al. (2019),zeta prescription,F12 delayed,1,isotropic re-emission; γ parameter varies per model (see gamma column),True,1,alpha*lambda = 0.05,No (pessimistic; SeBa cemergeflag equivalent),de Jager et al. (1988); Vink et al. (2000) for hot stars; Hamann et al. (1995) for WR stars; metallicity-scaled; SeBa (Toonen et al. 2012),Hut (1981) equilibrium tides; SeBa includes tidal synchronization and circularization,Fryer et al. (2012) delayed; gravitational mass from CO core mass,Kroupa (2001) broken power-law; M1: 3–100 M☉,Flat-in-log (Öpik 1924); 1–10⁶ R☉,"Flat in q = M2/M1; q ∈ (0, 1] (Duchêne &amp; Kraus 2013)",1.0 (all stars assumed to be in binaries for this mass range),Solar metallicity (Z = 0.02) only; single-metallicity study,Not applicable (single-metallicity; no cosmic rate calculation in paper),3.0 (SeBa default; Fryer et al. 2012 delayed),"75 (Verbunt, Igoshev &amp; Cator 2017 bimodal; same as σ_strippedSN; σ₁=75 weight=0.42, σ₂=315 weight=0.58)",33.400000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.065868263470,0.934131736600,,,,,,,,,,,,,,,,,,,,
Hendriks et al. (2023),Hendriks23,2023,binary c,SSE,Hen23,https://arxiv.org/pdf/2309.09339,265,30,1,non-conservative (Eddington-limited onto BH),pessimistic,standard,variable (de Kool 1990 / Claeys et al. 2014),Farmer et al. (2019),$q_{\rm{c}}$,delayed,specific AM of accretor (binary_c / Hurley et al. 2002 default),specific AM of accretor,TRUE,1,αCE=1.0; standard CE energy formalism; binary_c (Izzard et al. 2004) defaults,No (pessimistic; binary_c default),"Vink et al. (2000a,b) hot stars; de Jager et al. (1988) cool stars; Nugis &amp; Lamers (2000) WR; metallicity-scaled; binary_c framework",Hurley et al. (2002) BSE equilibrium tides; binary_c includes tidal synchronization,Fryer et al. (2012) delayed; binary_c (Izzard et al. 2004/2006) remnant mass scheme,Kroupa (2001) broken power-law; M1: 5–100 M☉,Sana et al. (2012) period distribution,Uniform in q = M2/M1 (Sana et al. 2012),0.7 (Sana et al. 2012),Z = 10⁻⁴ to 0.03; multiple metallicity bins; re-weighted for cosmic rate,Madau &amp; Dickinson (2014) SFRD; metallicity evolution; binary_c framework,2.5 (binary_c default),30 (low kick for ECSN; binary_c),25.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.400000000000,0.600000000000,,,,,,,,,,,,,,,,,,,,
Li et al. (2025),Li25-a,2025,MOBSE,SSE,Li25,https://arxiv.org/abs/2510.08231v1,265,30,1,non-conservative (Eddington-limited onto BH; 10x thermal rate for stellar accretor),pessimistic,standard,"Nanjing (Dominik et al. 2012; Xu & Li 2010a,b)",Farmer et al. (2019),$q_{\rm{c}}$,F12 delayed,-1,non-conservative MT mass lost with specific orbital AM of accreting star (Hurley et al. 2002),TRUE,1,αCE varies; pessimistic CE (HG donors fail); MOBSE/BSE framework (Giacobbo &amp; Mapelli 2018),No (pessimistic; MOBSE default; HG donors do not survive CE),"Vink et al. (2000a,b) hot stars; de Jager et al. (1988) cool stars; Belczynski et al. (2010) WR winds; Giacobbo et al. (2018) metallicity-scaled; MOBSE framework",Hurley et al. (2002) BSE equilibrium tides (Hut 1981); MOBSE inherits BSE tidal prescription,Fryer et al. (2012) delayed; Giacobbo &amp; Mapelli (2020) kick-mass scaling; baryonic-to-gravitational mass conversion included,Kroupa (2001) broken power-law; M1: 5–150 M☉,Flat-in-log (Öpik 1924); MOBSE default,Flat in q = M2/M1 (MOBSE / Giacobbo &amp; Mapelli 2018 default),0.5 (MOBSE default; Giacobbo &amp; Mapelli 2018),Z = 4×10⁻⁴ to 2×10⁻² (7 metallicity values); re-weighted for cosmic rate (Giacobbo &amp; Mapelli 2018),Madau &amp; Dickinson (2014) SFRD; metallicity evolution from Madau &amp; Fragos (2017); Giacobbo &amp; Mapelli (2018) framework,2.5 (MOBSE / Giacobbo &amp; Mapelli 2018 default),30 (low kick; MOBSE applies Giacobbo &amp; Mapelli 2020 prescription for stripped/ECSN),36,0.1194444444,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.258333333300,0.741666666700,,,,,,,,,,,,,,,,,,,,
Li et al. (2025),Li25-b,2025,MOBSE,SSE,Li25,https://arxiv.org/abs/2510.08231v1,265,30,1,non-conservative (Eddington-limited onto BH; 10x thermal rate for stellar accretor),pessimistic,standard,"Nanjing (Dominik et al. 2012; Xu & Li 2010a,b)",Farmer et al. (2019),$q_{\rm{c}}$,F12 delayed,-2,non-conservative MT mass lost with specific orbital AM of accreting star (Hurley et al. 2002),TRUE,1,αCE varies; pessimistic CE (HG donors fail); MOBSE/BSE framework (Giacobbo &amp; Mapelli 2018),No (pessimistic; MOBSE default; HG donors do not survive CE),"Vink et al. (2000a,b) hot stars; de Jager et al. (1988) cool stars; Belczynski et al. (2010) WR winds; Giacobbo et al. (2018) metallicity-scaled; MOBSE framework",Hurley et al. (2002) BSE equilibrium tides (Hut 1981); MOBSE inherits BSE tidal prescription,Fryer et al. (2012) delayed; Giacobbo &amp; Mapelli (2020) kick-mass scaling; baryonic-to-gravitational mass conversion included,Kroupa (2001) broken power-law; M1: 5–150 M☉,Flat-in-log (Öpik 1924); MOBSE default,Flat in q = M2/M1 (MOBSE / Giacobbo &amp; Mapelli 2018 default),0.5 (MOBSE default; Giacobbo &amp; Mapelli 2018),Z = 4×10⁻⁴ to 2×10⁻² (7 metallicity values); re-weighted for cosmic rate (Giacobbo &amp; Mapelli 2018),Madau &amp; Dickinson (2014) SFRD; metallicity evolution from Madau &amp; Fragos (2017); Giacobbo &amp; Mapelli (2018) framework,2.5 (MOBSE / Giacobbo &amp; Mapelli 2018 default),30 (low kick; MOBSE applies Giacobbo &amp; Mapelli 2020 prescription for stripped/ECSN),24,0.2458333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.358333333300,0.641666666700,,,,,,,,,,,,,,,,,,,,
Li et al. (2025),Li25-c,2025,MOBSE,SSE,Li25,https://arxiv.org/abs/2510.08231v1,265,30,0.5,non-conservative (Eddington-limited onto BH; 10x thermal rate for stellar accretor),pessimistic,standard,"Nanjing (Dominik et al. 2012; Xu & Li 2010a,b)",Farmer et al. (2019),$q_{\rm{c}}$,F12 delayed,-1,non-conservative MT mass lost with specific orbital AM of accreting star (Hurley et al. 2002),TRUE,1,αCE varies; pessimistic CE (HG donors fail); MOBSE/BSE framework (Giacobbo &amp; Mapelli 2018),No (pessimistic; MOBSE default; HG donors do not survive CE),"Vink et al. (2000a,b) hot stars; de Jager et al. (1988) cool stars; Belczynski et al. (2010) WR winds; Giacobbo et al. (2018) metallicity-scaled; MOBSE framework",Hurley et al. (2002) BSE equilibrium tides (Hut 1981); MOBSE inherits BSE tidal prescription,Fryer et al. (2012) delayed; Giacobbo &amp; Mapelli (2020) kick-mass scaling; baryonic-to-gravitational mass conversion included,Kroupa (2001) broken power-law; M1: 5–150 M☉,Flat-in-log (Öpik 1924); MOBSE default,Flat in q = M2/M1 (MOBSE / Giacobbo &amp; Mapelli 2018 default),0.5 (MOBSE default; Giacobbo &amp; Mapelli 2018),Z = 4×10⁻⁴ to 2×10⁻² (7 metallicity values); re-weighted for cosmic rate (Giacobbo &amp; Mapelli 2018),Madau &amp; Dickinson (2014) SFRD; metallicity evolution from Madau &amp; Fragos (2017); Giacobbo &amp; Mapelli (2018) framework,2.5 (MOBSE / Giacobbo &amp; Mapelli 2018 default),30 (low kick; MOBSE applies Giacobbo &amp; Mapelli 2020 prescription for stripped/ECSN),37.2,0.1612903226,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.352150537700,0.647849462400,,,,,,,,,,,,,,,,,,,,
Li et al. (2025),Li25-d,2025,MOBSE,SSE,Li25,https://arxiv.org/abs/2510.08231v1,265,30,2,non-conservative (Eddington-limited onto BH; 10x thermal rate for stellar accretor),pessimistic,standard,"Nanjing (Dominik et al. 2012; Xu & Li 2010a,b)",Farmer et al. (2019),$q_{\rm{c}}$,F12 delayed,-1,non-conservative MT mass lost with specific orbital AM of accreting star (Hurley et al. 2002),TRUE,1,αCE varies; pessimistic CE (HG donors fail); MOBSE/BSE framework (Giacobbo &amp; Mapelli 2018),No (pessimistic; MOBSE default; HG donors do not survive CE),"Vink et al. (2000a,b) hot stars; de Jager et al. (1988) cool stars; Belczynski et al. (2010) WR winds; Giacobbo et al. (2018) metallicity-scaled; MOBSE framework",Hurley et al. (2002) BSE equilibrium tides (Hut 1981); MOBSE inherits BSE tidal prescription,Fryer et al. (2012) delayed; Giacobbo &amp; Mapelli (2020) kick-mass scaling; baryonic-to-gravitational mass conversion included,Kroupa (2001) broken power-law; M1: 5–150 M☉,Flat-in-log (Öpik 1924); MOBSE default,Flat in q = M2/M1 (MOBSE / Giacobbo &amp; Mapelli 2018 default),0.5 (MOBSE default; Giacobbo &amp; Mapelli 2018),Z = 4×10⁻⁴ to 2×10⁻² (7 metallicity values); re-weighted for cosmic rate (Giacobbo &amp; Mapelli 2018),Madau &amp; Dickinson (2014) SFRD; metallicity evolution from Madau &amp; Fragos (2017); Giacobbo &amp; Mapelli (2018) framework,2.5 (MOBSE / Giacobbo &amp; Mapelli 2018 default),30 (low kick; MOBSE applies Giacobbo &amp; Mapelli 2020 prescription for stripped/ECSN),55.6,0.1079136691,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.235611510800,0.764388489200,,,,,,,,,,,,,,,,,,,,
Li et al. (2025),Li25-e,2025,MOBSE,SSE,Li25,https://arxiv.org/abs/2510.08231v1,265,30,1,non-conservative (Eddington-limited onto BH; 10x thermal rate for stellar accretor),pessimistic,standard,"Nanjing (Dominik et al. 2012; Xu & Li 2010a,b)",Farmer et al. (2019),$q_{\rm{c}}$,F12 delayed,-1,non-conservative MT mass lost with specific orbital AM of accreting star (Hurley et al. 2002),TRUE,0.5,αCE varies; pessimistic CE (HG donors fail); MOBSE/BSE framework (Giacobbo &amp; Mapelli 2018),No (pessimistic; MOBSE default; HG donors do not survive CE),"Vink et al. (2000a,b) hot stars; de Jager et al. (1988) cool stars; Belczynski et al. (2010) WR winds; Giacobbo et al. (2018) metallicity-scaled; MOBSE framework",Hurley et al. (2002) BSE equilibrium tides (Hut 1981); MOBSE inherits BSE tidal prescription,Fryer et al. (2012) delayed; Giacobbo &amp; Mapelli (2020) kick-mass scaling; baryonic-to-gravitational mass conversion included,Kroupa (2001) broken power-law; M1: 5–150 M☉,Flat-in-log (Öpik 1924); MOBSE default,Flat in q = M2/M1 (MOBSE / Giacobbo &amp; Mapelli 2018 default),0.5 (MOBSE default; Giacobbo &amp; Mapelli 2018),Z = 4×10⁻⁴ to 2×10⁻² (7 metallicity values); re-weighted for cosmic rate (Giacobbo &amp; Mapelli 2018),Madau &amp; Dickinson (2014) SFRD; metallicity evolution from Madau &amp; Fragos (2017); Giacobbo &amp; Mapelli (2018) framework,2.5 (MOBSE / Giacobbo &amp; Mapelli 2018 default),30 (low kick; MOBSE applies Giacobbo &amp; Mapelli 2020 prescription for stripped/ECSN),87.2,0.02178899083,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.260321100930,0.739678899100,,,,,,,,,,,,,,,,,,,,
Li et al. (2025),Li25-f,2025,MOBSE,SSE,Li25,https://arxiv.org/abs/2510.08231v1,265,30,1,non-conservative (Eddington-limited onto BH; 10x thermal rate for stellar accretor),pessimistic,standard,"Nanjing (Dominik et al. 2012; Xu & Li 2010a,b)",Farmer et al. (2019),$q_{\rm{c}}$,F12 delayed,-1,non-conservative MT mass lost with specific orbital AM of accreting star (Hurley et al. 2002),TRUE,2,αCE varies; pessimistic CE (HG donors fail); MOBSE/BSE framework (Giacobbo &amp; Mapelli 2018),No (pessimistic; MOBSE default; HG donors do not survive CE),"Vink et al. (2000a,b) hot stars; de Jager et al. (1988) cool stars; Belczynski et al. (2010) WR winds; Giacobbo et al. (2018) metallicity-scaled; MOBSE framework",Hurley et al. (2002) BSE equilibrium tides (Hut 1981); MOBSE inherits BSE tidal prescription,Fryer et al. (2012) delayed; Giacobbo &amp; Mapelli (2020) kick-mass scaling; baryonic-to-gravitational mass conversion included,Kroupa (2001) broken power-law; M1: 5–150 M☉,Flat-in-log (Öpik 1924); MOBSE default,Flat in q = M2/M1 (MOBSE / Giacobbo &amp; Mapelli 2018 default),0.5 (MOBSE default; Giacobbo &amp; Mapelli 2018),Z = 4×10⁻⁴ to 2×10⁻² (7 metallicity values); re-weighted for cosmic rate (Giacobbo &amp; Mapelli 2018),Madau &amp; Dickinson (2014) SFRD; metallicity evolution from Madau &amp; Fragos (2017); Giacobbo &amp; Mapelli (2018) framework,2.5 (MOBSE / Giacobbo &amp; Mapelli 2018 default),30 (low kick; MOBSE applies Giacobbo &amp; Mapelli 2020 prescription for stripped/ECSN),15.4,0.07792207792,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.233766233720,0.766233766200,,,,,,,,,,,,,,,,,,,,
Li et al. (2025),Li25-g,2025,MOBSE,SSE,Li25,https://arxiv.org/abs/2510.08231v1,45,30,1,non-conservative (Eddington-limited onto BH; 10x thermal rate for stellar accretor),pessimistic,standard,"Nanjing (Dominik et al. 2012; Xu & Li 2010a,b)",Farmer et al. (2019),$q_{\rm{c}}$,F12 delayed,-1,non-conservative MT mass lost with specific orbital AM of accreting star (Hurley et al. 2002),TRUE,1,αCE varies; pessimistic CE (HG donors fail); MOBSE/BSE framework (Giacobbo &amp; Mapelli 2018),No (pessimistic; MOBSE default; HG donors do not survive CE),"Vink et al. (2000a,b) hot stars; de Jager et al. (1988) cool stars; Belczynski et al. (2010) WR winds; Giacobbo et al. (2018) metallicity-scaled; MOBSE framework",Hurley et al. (2002) BSE equilibrium tides (Hut 1981); MOBSE inherits BSE tidal prescription,Fryer et al. (2012) delayed; Giacobbo &amp; Mapelli (2020) kick-mass scaling; baryonic-to-gravitational mass conversion included,Kroupa (2001) broken power-law; M1: 5–150 M☉,Flat-in-log (Öpik 1924); MOBSE default,Flat in q = M2/M1 (MOBSE / Giacobbo &amp; Mapelli 2018 default),0.5 (MOBSE default; Giacobbo &amp; Mapelli 2018),Z = 4×10⁻⁴ to 2×10⁻² (7 metallicity values); re-weighted for cosmic rate (Giacobbo &amp; Mapelli 2018),Madau &amp; Dickinson (2014) SFRD; metallicity evolution from Madau &amp; Fragos (2017); Giacobbo &amp; Mapelli (2018) framework,2.5 (MOBSE / Giacobbo &amp; Mapelli 2018 default),30 (low kick; MOBSE applies Giacobbo &amp; Mapelli 2020 prescription for stripped/ECSN),16.4,0.06097560976,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.158536585370,0.841463414600,,,,,,,,,,,,,,,,,,,,
Li et al. (2025),Li25-h,2025,MOBSE,SSE,Li25,https://arxiv.org/abs/2510.08231v1,750,30,1,non-conservative (Eddington-limited onto BH),pessimistic,standard,Nanjing,Farmer et al. (2019),$q_{\rm{c}}$,F12 delayed,-1,specific AM of accretor (Hurley et al. 2002),TRUE,1,αCE varies; pessimistic CE (HG donors fail); MOBSE/BSE framework (Giacobbo &amp; Mapelli 2018),No (pessimistic; MOBSE default; HG donors do not survive CE),"Vink et al. (2000a,b) hot stars; de Jager et al. (1988) cool stars; Belczynski et al. (2010) WR winds; Giacobbo et al. (2018) metallicity-scaled; MOBSE framework",Hurley et al. (2002) BSE equilibrium tides (Hut 1981); MOBSE inherits BSE tidal prescription,Fryer et al. (2012) delayed; Giacobbo &amp; Mapelli (2020) kick-mass scaling; baryonic-to-gravitational mass conversion included,Kroupa (2001) broken power-law; M1: 5–150 M☉,Flat-in-log (Öpik 1924); MOBSE default,Flat in q = M2/M1 (MOBSE / Giacobbo &amp; Mapelli 2018 default),0.5 (MOBSE default; Giacobbo &amp; Mapelli 2018),Z = 4×10⁻⁴ to 2×10⁻² (7 metallicity values); re-weighted for cosmic rate (Giacobbo &amp; Mapelli 2018),Madau &amp; Dickinson (2014) SFRD; metallicity evolution from Madau &amp; Fragos (2017); Giacobbo &amp; Mapelli (2018) framework,2.5 (MOBSE / Giacobbo &amp; Mapelli 2018 default),30 (low kick; MOBSE applies Giacobbo &amp; Mapelli 2020 prescription for stripped/ECSN),19.2,0.05208333333,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.312500000030,0.687500000000,,,,,,,,,,,,,,,,,,,,
Li et al. (2025),Li25-i,2025,MOBSE,SSE,Li25,https://arxiv.org/abs/2510.08231v1,265,30,1,non-conservative (Eddington-limited onto BH),pessimistic,standard,Nanjing,Farmer et al. (2019),$q_{\rm{c}}$ Ge,F12 delayed,-1,specific AM of accretor (Hurley et al. 2002),TRUE,1,αCE varies; pessimistic CE (HG donors fail); MOBSE/BSE framework (Giacobbo &amp; Mapelli 2018),No (pessimistic; MOBSE default; HG donors do not survive CE),"Vink et al. (2000a,b) hot stars; de Jager et al. (1988) cool stars; Belczynski et al. (2010) WR winds; Giacobbo et al. (2018) metallicity-scaled; MOBSE framework",Hurley et al. (2002) BSE equilibrium tides (Hut 1981); MOBSE inherits BSE tidal prescription,Fryer et al. (2012) delayed; Giacobbo &amp; Mapelli (2020) kick-mass scaling; baryonic-to-gravitational mass conversion included,Kroupa (2001) broken power-law; M1: 5–150 M☉,Flat-in-log (Öpik 1924); MOBSE default,Flat in q = M2/M1 (MOBSE / Giacobbo &amp; Mapelli 2018 default),0.5 (MOBSE default; Giacobbo &amp; Mapelli 2018),Z = 4×10⁻⁴ to 2×10⁻² (7 metallicity values); re-weighted for cosmic rate (Giacobbo &amp; Mapelli 2018),Madau &amp; Dickinson (2014) SFRD; metallicity evolution from Madau &amp; Fragos (2017); Giacobbo &amp; Mapelli (2018) framework,2.5 (MOBSE / Giacobbo &amp; Mapelli 2018 default),30 (low kick; MOBSE applies Giacobbo &amp; Mapelli 2020 prescription for stripped/ECSN),96.6,0.04347826087,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.965838509270,0.034161490680,,,,,,,,,,,,,,,,,,,,
Olejak et al. (2021),Olejak21-M380 (fiducial),2021,StarTrack,SSE,OL21,https://ui.adsabs.harvard.edu/abs/2021A%26A...651A.100O/abstract,265,265,1,0.5,pessimistic,standard,Nanjing-style (Dominik et al. 2012; StarTrack polynomial fits),Farmer et al. (2019) / Belczynski et al. (2016) StarTrack PISN prescription,zeta prescription (StarTrack / Belczynski et al. 2008),F12 delayed,specific AM of accretor (Belczynski et al. 2008 / StarTrack),"For non-degenerate accretors, we adopted a 50% nonconservative RLOF (Meurs &amp; van den Heuvel 1989; Vinciguerra et al. 2020) with a fraction of the lost donor mass accreted onto the companion (fa = 0.5), and the rest of the mass (1 − fa), leaving the system together with part of the donor and orbital angular momentum (see Sect. 3.4 of Belczynski et al. 2008). We use 5% Bondi-Hoyle rate accretion onto the compact object during the CE phase (Ricker &amp; Taam 2008; MacLeod &amp; Ramirez-Ruiz 2015; MacLeod et al. 2017).","We applied procedures for accretion onto a compact object during stable RLOF and from stellar winds, based on the analytic approximations described in King et al. (2001) and Mondal et al. (2020).",1,αCE=1.0; standard energy formalism (Webbink 1984); StarTrack,No (pessimistic; Dominik et al. 2012),"Vink et al. (2000a,b, 2001) hot stars; de Jager et al. (1988) cool stars; Hamann et al. (1995) WR; LBV enhanced winds; metallicity-scaled (Belczynski et al. 2010)",Hurley et al. (2002) BSE equilibrium tides (Hut 1981); tidal synchronization and circularization included,Fryer et al. (2012) delayed; rapid fallback for MCO&gt;7.6 M☉,Kroupa et al. (1993) broken power-law; M1: 5–150 M☉,Flat-in-log (Öpik 1924); a: 2–10⁵ R☉,"Flat in q = M2/M1; q ∈ [0, 1] (Kobulnicky &amp; Fryer 2007)",0.5 (StarTrack default),Z = 0.0002 to 0.02 (8 metallicity bins); solar Z=0.02,Strolger et al. (2004) / Madau &amp; Dickinson (2014) SFRD; metallicity evolution (Pei et al. 1999),2.5 (StarTrack default),265 (StarTrack applies full Hobbs 2005 kicks to all CCSNe including stripped),61.700000000000,0.000000000000,0.004862236629,0.000000000000,0.855753646677,0.000000000000,0.032414910859,0.000000000000,0.004862236629,0.888168557536,13.10000000000,0.000000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.77099236641,,,,,,,,,,
